id	Question	Model answer	Acceptable?	annotator1	annotator2	annotator3
147	what is the approximate volume of blood in your body	approximately 5 liters	Yes	Yes	Yes	
148	how many books are in the one piece series	89	Yes	Yes	Yes	
148	how many books are in the one piece series	56	No	No	No	
148	how many books are in the one piece series	914	No	No	No	
148	how many books are in the one piece series	9	No	No	No	
148	how many books are in the one piece series	97	No	Yes	No	No
148	how many books are in the one piece series	95 books.	Yes	Yes	Yes	
149	who played doctor smith in lost in space	Jonathan Harris.	Yes	Yes	Yes	
149	who played doctor smith in lost in space	jonathan harris	Yes	Yes	Yes	
149	who played doctor smith in lost in space	Parker Posey	Yes	Yes	Yes	
150	oklahoma's 10 geographic regions are defined by surface features called	Physiographic regions.	Yes	Yes	No	Yes
150	oklahoma's 10 geographic regions are defined by surface features called	physiographic provinces	Yes	Yes	No	Yes
150	oklahoma's 10 geographic regions are defined by surface features called	Green Country	No	No	No	
150	oklahoma's 10 geographic regions are defined by surface features called	ecological regions	Yes	Yes	Yes	
150	oklahoma's 10 geographic regions are defined by surface features called	terrain	No	No	No	
151	when did the east india company take control of india	1858	No	No	No	
151	when did the east india company take control of india	The East India Company took control of India in 1757.	Yes	Yes	Yes	
151	when did the east india company take control of india	during 18th century	Yes	Yes	Yes	
151	when did the east india company take control of india	1757	Yes	Yes	Yes	
152	where are the highest average incomes found in north america	The highest average incomes in North America are found in the United States, with an average income of $57,617.	Yes	Yes	No	Yes
152	where are the highest average incomes found in north america	The United States	Yes	Yes	No	Yes
152	where are the highest average incomes found in north america	maryland	No	No	No	
152	where are the highest average incomes found in north america	Canada	No	No	No	
152	where are the highest average incomes found in north america	Alaska	No	No	No	
153	when does the new episode of scorpion come on	April 18, 2018	No	No	No	
153	when does the new episode of scorpion come on	16 April 2018	Yes	Yes	Yes	
153	when does the new episode of scorpion come on	Mondays at 10/9c on CBS	Yes	Yes	Yes	
153	when does the new episode of scorpion come on	The new episode of Scorpion airs on Monday, April 6th at 10/9c on CBS.	No	No	No	
153	when does the new episode of scorpion come on	April 16, 2018	Yes	Yes	Yes	
153	when does the new episode of scorpion come on	September 25 2017	Yes	Yes	Yes	
153	when does the new episode of scorpion come on	March 1, 2018	No	No	No	
153	when does the new episode of scorpion come on	September 25, 2017	Yes	Yes	Yes	
154	what is on a mcchicken sandwich from mcdonalds	chicken patty	Yes	Yes	Yes	
154	what is on a mcchicken sandwich from mcdonalds	shredded lettuce	Yes	Yes	Yes	
154	what is on a mcchicken sandwich from mcdonalds	A McChicken sandwich consists of a chicken patty, mayonnaise, and shredded lettuce on a toasted bun.	Yes	Yes	Yes	
154	what is on a mcchicken sandwich from mcdonalds	mayonnaise	Yes	Yes	Yes	
154	what is on a mcchicken sandwich from mcdonalds	A McDonald's McChicken sandwich consists of a crispy chicken patty, mayonnaise, and shredded lettuce on a toasted bun.	Yes	Yes	Yes	
155	who plays the voice of johnny in sing	Joaquin Phoenix	No	No	No	
155	who plays the voice of johnny in sing	taron egerton	Yes	Yes	Yes	
155	who plays the voice of johnny in sing	Scarlett Johansson	No	No	No	
155	who plays the voice of johnny in sing	John C. Reilly	No	No	No	
155	who plays the voice of johnny in sing	Matthew McConaughey.	No	No	No	
155	who plays the voice of johnny in sing	Peter Dobson	No	No	No	
156	who is considered as architect of india constitution	bhimrao ramji ambedkar	Yes	Yes	Yes	
156	who is considered as architect of india constitution	Dr. B. R. Ambedkar is considered the architect of the Indian Constitution.	Yes	Yes	Yes	
156	who is considered as architect of india constitution	Dr. B.R. Ambedkar	Yes	Yes	Yes	
156	who is considered as architect of india constitution	B. R. Ambedkar	Yes	Yes	Yes	
157	where is lord's prayer found in bible	the gospel of luke	Yes	Yes	Yes	
157	where is lord's prayer found in bible	The Lord's Prayer is found in Matthew 6:9-13 and Luke 11:2-4.	Yes	Yes	Yes	
157	where is lord's prayer found in bible	Matthew 6:9-13	Yes	Yes	Yes	
157	where is lord's prayer found in bible	in gospel of luke	Yes	Yes	Yes	
157	where is lord's prayer found in bible	Matthew 6:9	No	Yes	No	No
157	where is lord's prayer found in bible	Gospel of Luke	Yes	Yes	Yes	
158	when did the sims 4 toddlers come out	January 2017	Yes	Yes	Yes	
158	when did the sims 4 toddlers come out	The Sims 4 Toddlers were released on January 16, 2017.	No	No	No	Yes
158	when did the sims 4 toddlers come out	May 30 , 2017	No	No	No	
158	when did the sims 4 toddlers come out	2014	No	No	No	
159	the recipient of first jnanpith award was an author which language	G. Sankara Kurup for Malayalam	Yes	Yes	Yes	
159	the recipient of first jnanpith award was an author which language	malayalam	Yes	Yes	Yes	
159	the recipient of first jnanpith award was an author which language	G. Sankara Kurup, an author from Malayalam, was the first recipient of the Jnanpith Award.	Yes	Yes	Yes	
159	the recipient of first jnanpith award was an author which language	Bengali	No	No	No	
159	the recipient of first jnanpith award was an author which language	indian languages	No	No	No	
159	the recipient of first jnanpith award was an author which language	Hindi	No	No	No	
159	the recipient of first jnanpith award was an author which language	Indian	No	No	No	
160	where was the movie jeremiah johnson filmed at	Utah	Yes	Yes	Yes	
160	where was the movie jeremiah johnson filmed at	The movie Jeremiah Johnson was filmed in Utah, Colorado, and Wyoming.	Yes	No	Yes	Yes
161	where does the last name cintron come from	Old French	No	No	No	
161	where does the last name cintron come from	Spain	No	Yes	No	No
161	where does the last name cintron come from	spanish	No	Yes	No	No
161	where does the last name cintron come from	Latin	No	No	No	
161	where does the last name cintron come from	Puerto Rico	Yes	Yes	Yes	
161	where does the last name cintron come from	of spanish origin	No	Yes	No	No
161	where does the last name cintron come from	Cintron is a Spanish surname derived from the word cinto, meaning "belt".	Yes	Yes	Yes	
161	where does the last name cintron come from	Ireland	No	No	No	
162	who won last year's ncaa women's basketball	South Carolina	Yes	Yes	Yes	
162	who won last year's ncaa women's basketball	Baylor Bears	Yes	Yes	Yes	
162	who won last year's ncaa women's basketball	Connecticut	No	No	No	
162	who won last year's ncaa women's basketball	The Baylor Lady Bears won the 2020 NCAA Women's Basketball Championship.	Yes	Yes	Yes	
163	where do pineapples come from in the world	Costa Rica	Yes	Yes	No	Yes
163	where do pineapples come from in the world	Brazil	Yes	No	Yes	Yes
163	where do pineapples come from in the world	Central and South America	Yes	Yes	Yes	
163	where do pineapples come from in the world	Pineapples are native to South America, but are now grown in tropical and subtropical regions around the world.	Yes	Yes	Yes	
164	where was it happened at the world fair filmed	seattle, washington	Yes	Yes	Yes	
164	where was it happened at the world fair filmed	Chicago	No	No	No	
164	where was it happened at the world fair filmed	seattle washington	Yes	Yes	Yes	
164	where was it happened at the world fair filmed	The World Fair was filmed in Los Angeles, California.	No	No	No	
165	where is the world cup being held 2018	The 2018 FIFA World Cup is being held in Russia.	Yes	Yes	Yes	
165	where is the world cup being held 2018	russia	Yes	Yes	Yes	
166	when does the world cup of hockey start	September 17 , 2016	Yes	Yes		Yes
166	when does the world cup of hockey start	28 November	No	No	Yes	No
166	when does the world cup of hockey start	1996	No	No	No	
166	when does the world cup of hockey start	The 2021 World Cup of Hockey is scheduled to begin on July 23, 2021.	No	No	No	
166	when does the world cup of hockey start	September 8, 2016	No	No	No	
166	when does the world cup of hockey start	28 November 2018	No	No	Yes	No
167	where was the rise of the planet of the apes filmed	around oahu, hawaii	Yes	Yes	Yes	
167	where was the rise of the planet of the apes filmed	The Rise of the Planet of the Apes was filmed in Vancouver, British Columbia, Canada.	Yes	Yes	Yes	
167	where was the rise of the planet of the apes filmed	Oahu, Hawaii	Yes	Yes	Yes	
167	where was the rise of the planet of the apes filmed	San Francisco, California	Yes	Yes	No	Yes
167	where was the rise of the planet of the apes filmed	Vancouver, British Columbia	Yes	Yes	Yes	
167	where was the rise of the planet of the apes filmed	Vancouver , British Columbia	Yes	Yes	Yes	
167	where was the rise of the planet of the apes filmed	vancouver british columbia	Yes	Yes	Yes	
168	when was the first star wars film released	1977	Yes	Yes	Yes	
168	when was the first star wars film released	May 25 , 1977	Yes	Yes	Yes	
168	when was the first star wars film released	The first Star Wars film was released on May 25, 1977.	Yes	Yes	Yes	
168	when was the first star wars film released	May 25, 1977	Yes	Yes	Yes	
169	what is the name of the last episode of spongebob	Chowder Grows Up	No	No	No	
169	what is the name of the last episode of spongebob	Chocolate with Nuts	No	No	No	
169	what is the name of the last episode of spongebob	The last episode of Spongebob is titled "The Krusty Slammer".	No	Yes	No	No
169	what is the name of the last episode of spongebob	` ` no other love''	No	No	No	
169	what is the name of the last episode of spongebob	license to milkshake	No	No	No	
169	what is the name of the last episode of spongebob	"Goodbye, Krabby Patty?"	No	Yes	No	No
169	what is the name of the last episode of spongebob	Ocean Man	No	No	No	
169	what is the name of the last episode of spongebob	SpongeBob's Last Stand	No	No	No	
169	what is the name of the last episode of spongebob	The Incredible Shrinking Sponge	No	Yes	No	No
170	cls bank deals with transactions arising out of	CLS Bank deals with foreign exchange transactions.	Yes	Yes	Yes	
170	cls bank deals with transactions arising out of	foreign exchange	Yes	Yes	Yes	
170	cls bank deals with transactions arising out of	foreign exchange market	Yes	Yes	Yes	
170	cls bank deals with transactions arising out of	financial contracts	Yes	No	Yes	Yes
170	cls bank deals with transactions arising out of	the foreign exchange market	Yes	Yes	Yes	
170	cls bank deals with transactions arising out of	the forex market	Yes	No	Yes	Yes
170	cls bank deals with transactions arising out of	FX	Yes	Yes	Yes	
171	when did the name of bombay change to mumbai	1996	No	No	No	
171	when did the name of bombay change to mumbai	November 1995	Yes	Yes	Yes	
171	when did the name of bombay change to mumbai	1995	Yes	Yes	Yes	
171	when did the name of bombay change to mumbai	The name of Bombay officially changed to Mumbai in 1995.	Yes	Yes	Yes	
172	what is the first covenant in the old testament	the Mosaic covenant	No	No	No	
172	what is the first covenant in the old testament	The Noahic Covenant	Yes	Yes	No	Yes
172	what is the first covenant in the old testament	genesis	No	No	Yes	No
172	what is the first covenant in the old testament	Noahic Covenant	Yes	Yes	No	Yes
172	what is the first covenant in the old testament	torah	No	No	Yes	No
172	what is the first covenant in the old testament	The first covenant in the Old Testament is the Covenant of Abraham.	No	No	No	
172	what is the first covenant in the old testament	Mosaic covenant	No	No	No	
173	which level of weight bearing often comes with a set number of pounds	Partial weight bearing	Yes	Yes	Yes	
173	which level of weight bearing often comes with a set number of pounds	leg	No	No	No	
173	which level of weight bearing often comes with a set number of pounds	weight for age	No	No	No	
173	which level of weight bearing often comes with a set number of pounds	olympic	No	No	No	
173	which level of weight bearing often comes with a set number of pounds	normal weight: 18.5 to 25	No	No	No	
173	which level of weight bearing often comes with a set number of pounds	weight stack	No	No	No	
173	which level of weight bearing often comes with a set number of pounds	weight	No	No	No	
173	which level of weight bearing often comes with a set number of pounds	body weight	No	No	No	
173	which level of weight bearing often comes with a set number of pounds	Partial weight bearing typically comes with a set number of pounds.	Yes	Yes	Yes	
173	which level of weight bearing often comes with a set number of pounds	Standard	No	No	No	
174	actress who plays penelope garcia on criminal minds	Kirsten Vangsness	Yes	Yes	Yes	
174	actress who plays penelope garcia on criminal minds	Kirsten Vangsness.	Yes	Yes	Yes	
174	actress who plays penelope garcia on criminal minds	kirsten simone vangsness	Yes	Yes	Yes	
175	who sings i want to be a rockstar	nickelback	Yes	Yes	Yes	
175	who sings i want to be a rockstar	Nickelback.	Yes	Yes	Yes	
175	who sings i want to be a rockstar	The Byrds	No	No	No	
175	who sings i want to be a rockstar	canadian rock band nickelback	Yes	Yes	Yes	
176	who presides over the highest criminal court in a district	Sessions judge	No	No	No	Yes
176	who presides over the highest criminal court in a district	The District Judge	Yes	Yes	Yes	Yes
176	who presides over the highest criminal court in a district	District Judge	Yes	Yes	Yes	Yes
176	who presides over the highest criminal court in a district	District and Sessions judge	No	No	No	
176	who presides over the highest criminal court in a district	The presiding judge of the highest criminal court in a district is typically the Chief Justice of the district.	No	No	Yes	No
176	who presides over the highest criminal court in a district	chief justice	No	No	No	
176	who presides over the highest criminal court in a district	Chief judge	No	No	No	
177	who played susanna in legends of the fall	Julia Ormond.	Yes	Yes	Yes	
177	who played susanna in legends of the fall	julia ormond	Yes	Yes	Yes	
178	when does elena turn into a vampire in the tv series	Season 3 , Episode 22	No	Yes	No	No
178	when does elena turn into a vampire in the tv series	fourth season	Yes	Yes	Yes	
178	when does elena turn into a vampire in the tv series	Unknown.	No	No	No	
179	who became the king of ayodhya after ram	Rishabha	No	No	No	
179	who became the king of ayodhya after ram	skandagupta	No	No	Yes	No
179	who became the king of ayodhya after ram	Bharat	No	No	No	
179	who became the king of ayodhya after ram	Kusha	Yes	Yes	No	Yes
179	who became the king of ayodhya after ram	Bharata	No	No	No	
179	who became the king of ayodhya after ram	Bharata, the brother of Rama, became the king of Ayodhya after Rama.	No	No	No	
180	how many episodes of sabrina the teenage witch are there	66	No	No	No	
180	how many episodes of sabrina the teenage witch are there	65	No	No	No	
180	how many episodes of sabrina the teenage witch are there	There are a total of 7 seasons and 163 episodes of Sabrina the Teenage Witch.	Yes	Yes	Yes	
180	how many episodes of sabrina the teenage witch are there	67	No	No	No	
180	how many episodes of sabrina the teenage witch are there	163	Yes	Yes	Yes	
180	how many episodes of sabrina the teenage witch are there	ten	No	No	No	
181	what type of speed does a speedometer measure	The speedometer measures the speed of a vehicle in miles per hour (mph).	Yes	Yes	Yes	
181	what type of speed does a speedometer measure	Vehicle speed	Yes	Yes	Yes	
181	what type of speed does a speedometer measure	instantaneous speed	Yes	Yes	Yes	
181	what type of speed does a speedometer measure	instantaneous	Yes	Yes	Yes	
182	where was the tv show friday night lights filmed	austin texas	Yes	Yes	Yes	
182	where was the tv show friday night lights filmed	Austin , Texas	Yes	Yes	Yes	
182	where was the tv show friday night lights filmed	austin, texas	Yes	Yes	Yes	
182	where was the tv show friday night lights filmed	The TV show Friday Night Lights was filmed in Austin, Texas.	Yes	Yes	Yes	
182	where was the tv show friday night lights filmed	Austin	Yes	Yes	Yes	
183	when did virgin australia (formerly virgin blue) commence flying in australia	November 1999	No	No	No	
183	when did virgin australia (formerly virgin blue) commence flying in australia	August 2000	Yes	Yes	Yes	
183	when did virgin australia (formerly virgin blue) commence flying in australia	27 February 2009	No	No	No	
183	when did virgin australia (formerly virgin blue) commence flying in australia	Virgin Australia (formerly Virgin Blue) commenced flying in Australia in August 2000.	Yes	Yes	Yes	
183	when did virgin australia (formerly virgin blue) commence flying in australia	August 31 , 2000	Yes	Yes	Yes	
184	who told the story of the prodigal son	Jesus	Yes	Yes	Yes	
184	who told the story of the prodigal son	the Reverend Robert Wilkins	No	No	Yes	No
184	who told the story of the prodigal son	jesus christ	Yes	Yes	Yes	
184	who told the story of the prodigal son	Jesus Christ.	Yes	Yes	Yes	
184	who told the story of the prodigal son	Robert Wilkins	No	No	No	
184	who told the story of the prodigal son	Reverend Robert Wilkins	No	No	No	
185	3 candidates for the democratic nomination in 1960	senator hubert humphrey	Yes	Yes	Yes	
185	3 candidates for the democratic nomination in 1960	John F. Kennedy, Hubert Humphrey, and Stuart Symington.	Yes	Yes	Yes	
185	3 candidates for the democratic nomination in 1960	John F. Kennedy	Yes	Yes	Yes	
185	3 candidates for the democratic nomination in 1960	john f kennedy	Yes	Yes	Yes	
186	who plays in the new mary poppins movie	emily blunt	Yes	Yes	Yes	
186	who plays in the new mary poppins movie	Emily Blunt and Lin-Manuel Miranda star in the new Mary Poppins movie.	Yes	Yes	Yes	
187	how much money did it cost to make gta v	Unknown.	No	No	Yes	No
187	how much money did it cost to make gta v	more than ()	No	No	No	
187	how much money did it cost to make gta v	15 950	No	No	No	
187	how much money did it cost to make gta v	approximately $100 million	No	No	No	
187	how much money did it cost to make gta v	$265 million	Yes	Yes	Yes	
187	how much money did it cost to make gta v	$ 100 million	No	No	No	
187	how much money did it cost to make gta v	US$1,499	No	No	No	
188	what is the collection of the districts to the east of the jordan river	Jerusalem	No	No	No	
188	what is the collection of the districts to the east of the jordan river	Transjordan	Yes	Yes	Yes	
188	what is the collection of the districts to the east of the jordan river	The Decapolis	No	No	No	
188	what is the collection of the districts to the east of the jordan river	the Transjordanian Highlands	Yes	Yes	Yes	
188	what is the collection of the districts to the east of the jordan river	The collection of districts to the east of the Jordan River is known as the West Bank.	No	No	No	
188	what is the collection of the districts to the east of the jordan river	negev	No	No	No	
188	what is the collection of the districts to the east of the jordan river	jordan	Yes	No	Yes	Yes
188	what is the collection of the districts to the east of the jordan river	the Golan Heights	No	No	No	
188	what is the collection of the districts to the east of the jordan river	The Hauran	No	No	No	
189	who began the age of exploration in portugal	Prince Henry the Navigator	Yes	Yes	Yes	
189	who began the age of exploration in portugal	Prince Henry the Navigator began the age of exploration in Portugal.	Yes	Yes	Yes	
189	who began the age of exploration in portugal	henry navigator	Yes	Yes	Yes	
189	who began the age of exploration in portugal	Prince Henry	Yes	Yes	Yes	
189	who began the age of exploration in portugal	Afonso IV of Portugal	No	No	No	
189	who began the age of exploration in portugal	king john ii	No	No	No	
189	who began the age of exploration in portugal	Bartolomeu Dias	No	No	No	
190	who dies in transformers revenge of the fallen	Unknown.	No	No	No	
190	who dies in transformers revenge of the fallen	optimus	No	No	No	
190	who dies in transformers revenge of the fallen	jetfire	Yes	Yes	Yes	
190	who dies in transformers revenge of the fallen	Megatron	No	No	No	
190	who dies in transformers revenge of the fallen	Sideways	Yes	Yes	Yes	
191	what year did return of the mack come out	1996	Yes	Yes	Yes	
191	what year did return of the mack come out	March 1996	Yes	Yes	Yes	
192	when did it become law to stand for the national anthem	June 22, 1942	Yes	Yes	Yes	No
192	when did it become law to stand for the national anthem	It is not a law to stand for the national anthem.	No	No	No	
192	when did it become law to stand for the national anthem	June 22 1942	Yes	Yes	Yes	
192	when did it become law to stand for the national anthem	It became law in the United States in 1942.	Yes	Yes	Yes	
192	when did it become law to stand for the national anthem	1942	Yes	Yes	Yes	
192	when did it become law to stand for the national anthem	August 13, 1999	No	No	No	
192	when did it become law to stand for the national anthem	1931	No	No	No	
193	when does the new adventure time come out	September 17 2017	Yes	Yes	Yes	
193	when does the new adventure time come out	September 17, 2017	Yes	Yes	Yes	
193	when does the new adventure time come out	November 20 , 2017	No	No	No	
193	when does the new adventure time come out	The new season of Adventure Time is set to premiere on June 20, 2021.	No	No	No	
194	how many steps does the cn tower have	1, 776	Yes	Yes	Yes	
194	how many steps does the cn tower have	The CN Tower has 2,579 steps.	Yes	Yes	No	Yes
194	how many steps does the cn tower have	six	No	No	No	
194	how many steps does the cn tower have	seven	No	No	No	
194	how many steps does the cn tower have	579	No	No	No	
194	how many steps does the cn tower have	1,776	Yes	Yes	Yes	
195	where is the university of wisconsin madison located	madison wisconsin	Yes	Yes	Yes	
195	where is the university of wisconsin madison located	Madison	Yes	Yes	Yes	
195	where is the university of wisconsin madison located	madison, wisconsin	Yes	Yes	Yes	
195	where is the university of wisconsin madison located	Madison, Wisconsin.	Yes	Yes	Yes	
196	when does panic at the disco album come out	June 22 2018	Yes	Yes	Yes	
196	when does panic at the disco album come out	March 21, 2018	No	No	No	
196	when does panic at the disco album come out	June 22, 2018	Yes	Yes	Yes	
196	when does panic at the disco album come out	Panic at the Disco's sixth studio album, "Pray for the Wicked," is set to be released on June 22, 2018.	Yes	Yes	Yes	
196	when does panic at the disco album come out	Pray for the Wicked - June 22 , 2018	Yes	Yes	Yes	
197	when did last podcast on the left start	July 2018	No	No	No	
197	when did last podcast on the left start	The Last Podcast on the Left premiered on March 6, 2011.	No	No	No	
197	when did last podcast on the left start	August 2018	No	No	No	
197	when did last podcast on the left start	each Friday	No	No	No	
197	when did last podcast on the left start	July 7, 2017	No	No	No	
197	when did last podcast on the left start	March 10 , 2016	No	No	No	
198	who was the author of the art of war	ancient Chinese military treatise	No	No	No	
198	who was the author of the art of war	Sun Tzu.	Yes	Yes	Yes	
198	who was the author of the art of war	Sun Tzu	Yes	Yes	Yes	
198	who was the author of the art of war	Niccol Machiavelli	No	Yes	No	No
199	where is dakar located on the world map	Africa	Yes	Yes	Yes	
199	where is dakar located on the world map	atlantic coast	Yes	Yes	Yes	
199	where is dakar located on the world map	Dakar is located in western Africa on the Atlantic coast, in the country of Senegal.	Yes	Yes	Yes	
199	where is dakar located on the world map	on the Atlantic coast	Yes	Yes	Yes	
199	where is dakar located on the world map	westernmost city on the african mainland	Yes	Yes	Yes	
199	where is dakar located on the world map	Senegal	Yes	Yes	Yes	
200	who owns the delano hotel in las vegas	MGM Resorts International	Yes	Yes	Yes	
200	who owns the delano hotel in las vegas	The Delano Las Vegas is owned by MGM Resorts International.	Yes	Yes	Yes	
201	which type of hematoma is a result of torn bridging meningeal veins	Subdural hematoma.	Yes	Yes	Yes	
201	which type of hematoma is a result of torn bridging meningeal veins	epidural hematoma	No	No	No	
201	which type of hematoma is a result of torn bridging meningeal veins	subdural	Yes	Yes	Yes	
201	which type of hematoma is a result of torn bridging meningeal veins	subdural hematoma	Yes	Yes	Yes	
202	who has won the mens singles title in the australian open tennis tournament	Novak Djokovic has won the men's singles title in the Australian Open tennis tournament eight times, most recently in 2021.	Yes	Yes	Yes	
202	who has won the mens singles title in the australian open tennis tournament	roger federer	Yes	Yes	Yes	
202	who has won the mens singles title in the australian open tennis tournament	Novak Djokovic (8 times)	Yes	Yes	Yes	
203	where did the potter's wheel first develop	mesopotamia	Yes	Yes	Yes	
203	where did the potter's wheel first develop	ancient Sumerians in Mesopotamia	Yes	Yes	Yes	
203	where did the potter's wheel first develop	the ancient Sumerians in Mesopotamia	Yes	Yes	Yes	
203	where did the potter's wheel first develop	The potter's wheel first developed in Mesopotamia around 3500 BCE.	Yes	Yes	Yes	
204	when was the 50th star added to the united states flag	1960	Yes	Yes	Yes	
204	when was the 50th star added to the united states flag	July 4, 1960	Yes	Yes	Yes	
204	when was the 50th star added to the united states flag	The 50th star was added to the United States flag on July 4, 1960, when Hawaii became the 50th state.	Yes	Yes	Yes	
204	when was the 50th star added to the united states flag	July 4 , 1960	Yes	Yes	Yes	
204	when was the 50th star added to the united states flag	July 4 1960	Yes	Yes	Yes	
205	number 4 in roman numerals on clock faces	IV	Yes	No	Yes	Yes
205	number 4 in roman numerals on clock faces	1	No	No	No	
205	number 4 in roman numerals on clock faces	the hour	No	No	No	
205	number 4 in roman numerals on clock faces	4	No	No	No	
205	number 4 in roman numerals on clock faces	iiii	Yes	Yes	Yes	
206	who was the leader of the zulu in south africa who led the fight against the british	Bartle Frere	No	No	No	
206	who was the leader of the zulu in south africa who led the fight against the british	Bambatha kaMancinza	No	No	Yes	No
206	who was the leader of the zulu in south africa who led the fight against the british	Shaka Zulu.	No	No	Yes	No
206	who was the leader of the zulu in south africa who led the fight against the british	King Shaka Zulu	No	No	Yes	No
206	who was the leader of the zulu in south africa who led the fight against the british	Cetshwayo kaMpande	Yes	Yes	Yes	
206	who was the leader of the zulu in south africa who led the fight against the british	Cetshwayo	Yes	Yes	Yes	
206	who was the leader of the zulu in south africa who led the fight against the british	king cetshwayo kampande	Yes	Yes	Yes	
207	when did the steel mills closed in youngstown ohio	1977	Yes	Yes	Yes	
207	when did the steel mills closed in youngstown ohio	September 19 1977	Yes	Yes	Yes	
207	when did the steel mills closed in youngstown ohio	September 19, 1977	Yes	Yes	Yes	
207	when did the steel mills closed in youngstown ohio	The steel mills in Youngstown, Ohio closed in 1977.	Yes	Yes	Yes	
208	how long prime minister stay in office canada	at Her Majesty's pleasure	Yes	Yes	Yes	
208	how long prime minister stay in office canada	Life	No	Yes	No	No
208	how long prime minister stay in office canada	132 days	No	No	No	
208	how long prime minister stay in office canada	No fixed term	Yes	Yes	Yes	
208	how long prime minister stay in office canada	The Prime Minister of Canada can stay in office for as long as they remain the leader of the party with the most seats in the House of Commons.	Yes	Yes	Yes	
208	how long prime minister stay in office canada	15 years	No	No	No	
208	how long prime minister stay in office canada	at her majestys pleasure	Yes	Yes	Yes	
209	who plays kevins shrink on kevin probably saves the world	JoAnna Garcia Swisher	No	No	No	
209	who plays kevins shrink on kevin probably saves the world	Kimberly Hebert Gregory	No	No	No	
209	who plays kevins shrink on kevin probably saves the world	sam lavagnino	No	No	No	
209	who plays kevins shrink on kevin probably saves the world	Anthony Anderson	No	No	No	
209	who plays kevins shrink on kevin probably saves the world	Kevin Dillon	No	No	No	
209	who plays kevins shrink on kevin probably saves the world	John Mulaney	No	No	No	
209	who plays kevins shrink on kevin probably saves the world	Richard Masur	Yes	Yes	Yes	
209	who plays kevins shrink on kevin probably saves the world	Kimberly Hebert Gregory.	No	No	No	
210	who played truman capote in in cold blood	philip seymour hoffman	Yes	Yes	No	Yes
210	who played truman capote in in cold blood	Robert Blake.	No	No	No	
210	who played truman capote in in cold blood	Robert Blake	No	No	No	
211	when did the song holiday road come out	1983	Yes	Yes	Yes	
211	when did the song holiday road come out	Holiday Road was released in 1983.	Yes	Yes	Yes	
212	when were birth certificates first issued in the united states	Birth certificates were first issued in the United States in the late 19th century.	No	No	Yes	No
212	when were birth certificates first issued in the united states	1882	No	No	No	
212	when were birth certificates first issued in the united states	1902	No	No	No	
212	when were birth certificates first issued in the united states	1900	No	No	Yes	No
212	when were birth certificates first issued in the united states	July 1 , 1908	No	No	No	
213	who played michael jackson in jackson 5 movie	Unknown.	No	No	No	
213	who played michael jackson in jackson 5 movie	Michael Jackson	No	No	No	
213	who played michael jackson in jackson 5 movie	Flex Alexander	No	No	No	
213	who played michael jackson in jackson 5 movie	wylie draper	Yes	Yes	Yes	
214	who came up with the first working periodic table	Dmitri Mendeleev	Yes	Yes	Yes	
214	who came up with the first working periodic table	Dmitri Mendeleev.	Yes	Yes	Yes	
215	who sings gone gone gone she been gone so long	Kelly Rowland	No	No	No	
215	who sings gone gone gone she been gone so long	Unknown.	No	No	No	
215	who sings gone gone gone she been gone so long	Estelle	No	No	No	
215	who sings gone gone gone she been gone so long	ferlin husky	No	No	No	
215	who sings gone gone gone she been gone so long	phillip phillips	No	No	No	
215	who sings gone gone gone she been gone so long	Phil Phillips	No	No	No	
215	who sings gone gone gone she been gone so long	American rock band Pearl Jam	No	No	No	
215	who sings gone gone gone she been gone so long	Kelly Clarkson	No	No	No	
216	where do the astros play for spring training	West Palm Beach	Yes	Yes	Yes	
216	where do the astros play for spring training	osceola county stadium	No	No	No	
216	where do the astros play for spring training	West Palm Beach , Florida	Yes	Yes	Yes	
216	where do the astros play for spring training	The Houston Astros play their spring training games at the Ballpark of the Palm Beaches in West Palm Beach, Florida.	Yes	Yes	Yes	
216	where do the astros play for spring training	West Palm Beach, Florida	Yes	Yes	Yes	
216	where do the astros play for spring training	fitteam ballpark of the palm beaches	Yes	Yes	Yes	
217	most home runs by 2 teammates in a season	twice	No	No	No	
217	most home runs by 2 teammates in a season	115	Yes	Yes	Yes	
217	most home runs by 2 teammates in a season	four	No	No	No	
217	most home runs by 2 teammates in a season	Mark McGwire and Jose Canseco (Oakland Athletics) with a combined total of 85 home runs in 1987.	No	No	No	
217	most home runs by 2 teammates in a season	50	No	No	No	
217	most home runs by 2 teammates in a season	The most home runs by two teammates in a single season is 115, set by Mark McGwire and Jose Canseco of the Oakland Athletics in 1987.	No	No	Yes	No
218	what was the main characteristic of post-world war ii american society	affluence	Yes	Yes	Yes	
218	what was the main characteristic of post-world war ii american society	traditional american values	No	No	No	
218	what was the main characteristic of post-world war ii american society	broad-based prosperity	Yes	Yes	Yes	
218	what was the main characteristic of post-world war ii american society	liberalism	No	No	No	
218	what was the main characteristic of post-world war ii american society	The main characteristic of post-World War II American society was a period of economic prosperity and increased consumerism.	Yes	Yes	Yes	
218	what was the main characteristic of post-world war ii american society	the availability of large tracts of land	No	No	No	
218	what was the main characteristic of post-world war ii american society	Suburbanization	Yes	Yes	Yes	
218	what was the main characteristic of post-world war ii american society	Conformity and conservatism	No	No	No	
219	when is star vs the forces of evil coming back 2018	November 6 2017	No	No	No	
219	when is star vs the forces of evil coming back 2018	Unknown.	No	No	No	
219	when is star vs the forces of evil coming back 2018	November 6, 2017	No	No	No	
